loan_amount,interest_rate,grade,homeownership,debt_to_income
18000,6.72,A,OWN,27.06
20000,9.44,B,MORTGAGE,18.33
35000,25.81,E,RENT,28.33
6025,12.61,C,OWN,15.43
10000,12.61,C,RENT,12.45
6000,7.35,A,OWN,34.2
25000,20,D,MORTGAGE,31.52
24000,24.84,E,MORTGAGE,12.72
5400,6.08,A,RENT,13.89
5000,11.99,B,RENT,0.94
22250,9.44,B,MORTGAGE,14.42
10000,5.32,A,MORTGAGE,8.35
27000,9.92,B,MORTGAGE,20.77
4000,21.45,D,RENT,21.93
16000,12.61,C,MORTGAGE,4.3
4000,14.08,C,MORTGAGE,17.47
9600,10.9,B,MORTGAGE,16.55
7000,15.05,C,RENT,2.97
8000,11.98,B,RENT,8.12
15775,10.91,B,RENT,15.06
2000,14.07,C,MORTGAGE,11.5
14000,17.09,D,OWN,31.58
16175,30.75,F,RENT,20.98
16000,29.69,F,RENT,27.2
7500,11.98,B,MORTGAGE,18.49
10000,5.32,A,MORTGAGE,7.79
24000,13.59,C,MORTGAGE,19.35
16000,15.05,C,MORTGAGE,24.08
28000,14.08,C,MORTGAGE,21.07
16000,19.03,D,MORTGAGE,20.7
26650,13.59,C,MORTGAGE,26.78
7625,12.61,C,MORTGAGE,15.59
10000,18.06,D,RENT,12.52
9800,14.08,C,MORTGAGE,14.82
16000,18.06,D,MORTGAGE,31.5
40000,6.07,A,RENT,49.05
4800,11.99,B,MORTGAGE,33.46
40000,5.31,A,RENT,7.64
15000,10.42,B,RENT,6.14
3600,6.08,A,RENT,7.16
10000,18.06,D,MORTGAGE,18.23
4000,15.05,C,MORTGAGE,23.47
8000,6.72,A,MORTGAGE,14.11
8000,12.62,C,OWN,23.69
20000,6.07,A,RENT,8.97
6000,5.32,A,MORTGAGE,35.76
3000,7.34,A,MORTGAGE,3.81
12000,9.93,B,MORTGAGE,19.43
30000,15.04,C,MORTGAGE,10.79
35000,6.07,A,MORTGAGE,10.05
15000,10.41,B,MORTGAGE,21.09
40000,5.32,A,MORTGAGE,5.8
10000,16.01,C,RENT,7.56
28000,28.72,F,RENT,27.81
5000,7.35,A,RENT,18.25
16500,5.31,A,MORTGAGE,17.33
23000,6.72,A,RENT,1.03
7000,7.97,A,MORTGAGE,59.44
21000,15.04,C,MORTGAGE,14.04
12000,21.45,D,RENT,19.23
12000,14.07,C,RENT,22.64
20000,6.72,A,OWN,15.33
7000,11.99,B,OWN,5.92
15000,10.9,B,RENT,9.78
10400,6.72,A,MORTGAGE,11.29
8000,9.92,B,RENT,23.3
20000,7.97,A,OWN,24.93
10000,7.34,A,OWN,17.43
3800,9.92,B,RENT,3.05
40000,9.43,B,MORTGAGE,5.16
4375,10.42,B,OWN,7.17
14400,16.02,C,OWN,28.63
6000,6.08,A,OWN,12.13
10000,20.39,D,RENT,3.62
8000,13.59,C,MORTGAGE,5.98
19200,9.44,B,MORTGAGE,16.19
3000,10.42,B,RENT,16.11
12000,9.92,B,MORTGAGE,7.91
19200,11.99,B,RENT,12.52
13500,6.72,A,MORTGAGE,17.83
35000,18.06,D,MORTGAGE,32.42
40000,9.93,B,MORTGAGE,144.3
10000,10.42,B,RENT,13.74
4000,14.08,C,RENT,26.78
36000,9.43,B,MORTGAGE,17.63
8000,16.02,C,MORTGAGE,17.6
10000,6.72,A,RENT,18.25
7000,9.43,B,RENT,18
10000,7.35,A,MORTGAGE,20.7
16500,6.08,A,RENT,12.58
8000,6.08,A,RENT,13.11
16800,10.91,B,RENT,17.39
10000,17.09,D,MORTGAGE,18.7
10000,19.42,D,MORTGAGE,5.31
25000,11.99,B,RENT,35.08
10000,13.58,C,MORTGAGE,21.44
12000,11.99,B,MORTGAGE,18.63
10800,13.59,C,RENT,17.68
8500,9.44,B,RENT,13.88
10000,17.09,D,MORTGAGE,19.2
10800,11.98,B,RENT,27.64
36000,20.39,D,MORTGAGE,37.44
17950,26.3,E,MORTGAGE,37.62
20000,13.59,C,MORTGAGE,11.6
20000,9.93,B,OWN,15.14
6000,10.41,B,RENT,10.88
7000,12.62,C,MORTGAGE,3.23
3000,17.09,D,RENT,9.9
6000,6.07,A,RENT,10.78
28000,24.85,E,MORTGAGE,26.08
10000,10.91,B,OWN,12.63
5000,5.31,A,MORTGAGE,2.91
40000,6.08,A,RENT,7.11
4000,6.07,A,MORTGAGE,19.22
22000,9.43,B,MORTGAGE,8.7
8000,14.07,C,RENT,11.05
10000,17.09,D,MORTGAGE,21.93
25200,11.98,B,MORTGAGE,20.08
30000,14.07,C,RENT,23.56
12000,9.92,B,MORTGAGE,20.61
10000,5.32,A,MORTGAGE,14.4
10000,16.02,C,RENT,12.46
35000,17.47,D,MORTGAGE,26.14
25600,9.43,B,MORTGAGE,16.43
30000,16.02,C,RENT,31.45
25000,9.93,B,MORTGAGE,46.06
29825,9.93,B,MORTGAGE,18.63
20000,9.93,B,RENT,5.3
24000,10.9,B,MORTGAGE,6.18
20000,10.42,B,OWN,19.73
7500,11.99,B,MORTGAGE,25.74
10000,26.3,E,RENT,2.05
10000,9.43,B,OWN,9.92
29600,7.97,A,OWN,0
6100,11.98,B,OWN,11.73
25000,15.04,C,MORTGAGE,42.66
24000,7.97,A,MORTGAGE,26.1
10000,14.08,C,OWN,10.87
13000,19.03,D,RENT,44.46
8000,7.96,A,MORTGAGE,17.53
18000,9.44,B,OWN,9.16
8000,11.99,B,OWN,8.24
20000,13.59,C,MORTGAGE,23.38
9000,7.97,A,OWN,17.26
25000,16.02,C,RENT,21.67
30000,12.62,C,MORTGAGE,15.55
7000,5.32,A,RENT,2.75
15000,7.97,A,RENT,4.1
30000,12.61,C,OWN,35.1
15000,11.98,B,RENT,5.68
16000,16.01,C,MORTGAGE,72.16
16800,18.45,D,OWN,9.71
11200,10.9,B,OWN,16.03
11000,9.92,B,RENT,11.56
27000,12.61,C,OWN,10.53
30000,11.99,B,RENT,19.97
28000,9.43,B,MORTGAGE,17.5
17600,10.9,B,OWN,12.07
18000,20.39,D,OWN,11.52
19000,9.44,B,MORTGAGE,19.81
28800,9.44,B,MORTGAGE,16.32
18000,12.61,C,MORTGAGE,15.39
15000,16.01,C,RENT,19.54
16000,12.61,C,MORTGAGE,52.91
10000,10.9,B,MORTGAGE,0
10000,6.71,A,RENT,2.95
10000,9.43,B,OWN,18.25
10000,10.41,B,RENT,16.79
20000,10.9,B,RENT,14.83
11000,16.02,C,RENT,11.57
21275,14.08,C,MORTGAGE,33.52
5000,10.91,B,RENT,14.32
18000,7.34,A,OWN,23.16
31100,9.92,B,MORTGAGE,27.63
8000,23.88,E,RENT,16.75
5500,10.9,B,MORTGAGE,18.67
6675,12.62,C,MORTGAGE,30.79
20000,9.93,B,MORTGAGE,9.09
5000,6.72,A,MORTGAGE,20.85
18000,21.45,D,RENT,32.19
15000,13.59,C,MORTGAGE,10.97
2000,6.72,A,RENT,11.11
14000,15.04,C,RENT,22.35
6000,7.97,A,RENT,17.51
16000,13.59,C,MORTGAGE,34.8
6000,9.44,B,RENT,3.16
5200,10.41,B,RENT,NA
1000,6.72,A,RENT,14.7
3500,7.96,A,MORTGAGE,1.89
8000,9.44,B,OWN,25.98
4200,10.91,B,OWN,8.83
10400,18.45,D,RENT,23.16
3500,13.58,C,OWN,9.36
12000,9.93,B,RENT,7.07
15500,9.44,B,MORTGAGE,15.84
25000,15.05,C,MORTGAGE,18.3
20000,12.62,C,RENT,12.46
10000,10.42,B,RENT,5.81
6000,9.44,B,RENT,37.07
18000,10.9,B,RENT,24.76
10000,6.72,A,RENT,22.61
24000,26.77,E,MORTGAGE,21.87
9000,12.61,C,MORTGAGE,34.3
11000,7.35,A,RENT,15.34
5000,6.07,A,RENT,34.11
15000,6.72,A,MORTGAGE,27.27
40000,10.91,B,MORTGAGE,17.27
18000,21.45,D,RENT,13.04
27200,11.99,B,MORTGAGE,53.65
30000,12.61,C,MORTGAGE,28.38
7500,7.34,A,RENT,12.24
7000,15.05,C,RENT,11.63
15000,7.35,A,RENT,7.34
40000,6.08,A,MORTGAGE,20.25
40000,11.98,B,RENT,14.34
7500,21.45,D,MORTGAGE,33.53
20000,6.71,A,MORTGAGE,13.59
25800,9.93,B,MORTGAGE,18.4
12000,10.9,B,MORTGAGE,16.26
7000,6.07,A,MORTGAGE,12.44
8000,6.07,A,RENT,10.83
25200,7.34,A,MORTGAGE,7.16
12000,12.62,C,OWN,8.64
7775,18.45,D,MORTGAGE,56.08
13000,6.71,A,MORTGAGE,11.5
20000,15.04,C,OWN,10.2
6500,7.35,A,MORTGAGE,21.32
24000,11.99,B,RENT,27.05
4000,6.72,A,MORTGAGE,4.28
32000,6.72,A,RENT,1.06
28000,20,D,OWN,13.71
20000,6.71,A,RENT,8.68
3025,6.08,A,MORTGAGE,14.59
9000,7.96,A,MORTGAGE,4.86
25000,6.07,A,OWN,16.73
30000,7.34,A,RENT,8.14
16000,9.93,B,RENT,12.14
25000,10.91,B,MORTGAGE,16.49
17000,16.02,C,RENT,17.49
18000,17.47,D,RENT,5.92
33600,15.04,C,RENT,27.62
24725,6.08,A,MORTGAGE,21.92
9000,21.85,D,MORTGAGE,24.48
20000,16.01,C,MORTGAGE,8.72
5000,10.91,B,RENT,17.87
12000,15.05,C,MORTGAGE,23.27
15000,10.41,B,OWN,12.05
8000,7.97,A,RENT,22.38
3000,18.06,D,MORTGAGE,20.93
10000,9.92,B,MORTGAGE,17.3
3600,9.44,B,RENT,13.14
40000,9.93,B,MORTGAGE,10.26
25000,10.41,B,MORTGAGE,30.01
12000,6.71,A,RENT,13.3
10000,9.44,B,RENT,8.95
10000,9.93,B,RENT,30.16
16000,5.31,A,MORTGAGE,3.91
25000,10.9,B,MORTGAGE,24.01
4800,23.87,E,RENT,20.27
20000,5.32,A,MORTGAGE,17.81
15000,18.06,D,RENT,29.44
9300,22.9,E,MORTGAGE,28.8
21000,9.93,B,MORTGAGE,10.47
13000,5.31,A,OWN,31.42
9600,19.42,D,OWN,37.73
35000,26.3,E,MORTGAGE,21.88
12000,21.45,D,RENT,26.29
6050,26.3,E,MORTGAGE,41.93
4000,6.72,A,MORTGAGE,27.04
16000,7.97,A,MORTGAGE,42.25
16000,21.45,D,MORTGAGE,37.88
12000,6.71,A,MORTGAGE,8.99
12000,5.32,A,OWN,19.74
6000,6.71,A,RENT,1.94
9600,15.05,C,RENT,25.32
26500,17.09,D,RENT,9.42
4000,10.41,B,RENT,17.7
5000,9.43,B,RENT,25.77
20000,11.98,B,MORTGAGE,21.86
15000,18.45,D,MORTGAGE,27.06
6000,7.97,A,MORTGAGE,10.54
15000,11.98,B,MORTGAGE,21.14
9000,9.44,B,MORTGAGE,5.34
40000,11.98,B,MORTGAGE,33.04
1000,7.97,A,MORTGAGE,15.22
10000,5.32,A,MORTGAGE,14.9
4600,24.84,E,RENT,28.28
14000,20.39,D,MORTGAGE,25.17
20000,9.93,B,MORTGAGE,10.59
8000,6.08,A,MORTGAGE,6.98
10000,11.99,B,RENT,35.55
14000,12.62,C,OWN,12
5000,6.72,A,RENT,8.27
2000,7.97,A,RENT,16.06
12800,7.34,A,MORTGAGE,23.18
25000,12.62,C,MORTGAGE,12.42
6000,6.08,A,OWN,18.17
6500,10.91,B,MORTGAGE,21.84
15600,10.41,B,MORTGAGE,14.28
17000,10.9,B,MORTGAGE,41.21
9800,14.08,C,RENT,36.51
20000,21.45,D,RENT,21.89
27000,12.62,C,MORTGAGE,15.56
10000,13.58,C,RENT,15.44
10000,7.96,A,RENT,13.75
15000,20,D,RENT,3.32
14000,15.04,C,OWN,31.29
3500,6.08,A,RENT,27.07
35000,20,D,MORTGAGE,35.02
10000,16.01,C,MORTGAGE,20.52
5000,13.59,C,MORTGAGE,20.32
24000,10.42,B,MORTGAGE,17
8000,16.02,C,RENT,35.08
26000,11.99,B,RENT,21.36
25000,7.34,A,MORTGAGE,13.35
15000,20,D,OWN,32.18
10000,11.98,B,OWN,11.37
16000,6.72,A,RENT,9.68
40000,7.96,A,RENT,14.48
8800,17.47,D,RENT,18.24
6500,7.97,A,RENT,4.56
15000,19.03,D,RENT,22.08
40000,7.96,A,OWN,19.93
35000,18.06,D,RENT,5.55
7000,17.09,D,MORTGAGE,25.81
8000,18.06,D,OWN,11.04
3500,12.61,C,RENT,29.11
10000,10.42,B,RENT,24.67
10000,16.02,C,MORTGAGE,15
13000,9.92,B,MORTGAGE,16.54
10000,10.41,B,MORTGAGE,24.97
6050,15.05,C,RENT,6.42
9600,10.41,B,RENT,14.98
14000,12.62,C,OWN,23.44
16000,6.08,A,RENT,23.43
10000,18.06,D,RENT,19.62
15000,11.98,B,OWN,20.69
21000,14.07,C,RENT,19.58
10000,7.97,A,MORTGAGE,20.66
6000,11.98,B,OWN,29.67
14425,10.9,B,MORTGAGE,29.29
10000,6.72,A,RENT,12.87
35000,14.07,C,MORTGAGE,4.43
22000,25.82,E,RENT,19.02
12000,12.62,C,MORTGAGE,30.78
8000,10.91,B,OWN,14.81
21000,26.77,E,RENT,4.71
36000,5.32,A,MORTGAGE,18.05
14000,10.41,B,MORTGAGE,18.34
7475,18.06,D,RENT,20.81
2800,9.44,B,OWN,10.68
18000,10.41,B,RENT,31.19
16000,17.09,D,MORTGAGE,13.76
12000,9.44,B,RENT,20.51
10000,21.45,D,RENT,24.99
40000,9.43,B,RENT,19.63
5000,9.93,B,RENT,10.2
17000,13.59,C,MORTGAGE,14.52
10000,6.72,A,RENT,2.26
16000,26.3,E,OWN,4.5
30000,21.85,D,RENT,26.43
20000,15.04,C,RENT,21.87
20800,10.41,B,RENT,13.22
24000,6.71,A,RENT,7.96
3800,7.35,A,RENT,29.09
9500,6.07,A,MORTGAGE,16.26
30000,13.59,C,RENT,12.58
5075,5.32,A,RENT,12.98
20000,13.58,C,MORTGAGE,11.49
30000,24.84,E,MORTGAGE,28.07
15000,21.45,D,RENT,16.16
15000,7.96,A,MORTGAGE,72.89
10000,21.45,D,RENT,24.65
10000,7.35,A,RENT,0.09
16000,10.91,B,RENT,20.48
11200,17.47,D,OWN,27.53
6000,10.42,B,MORTGAGE,2.97
15000,6.71,A,MORTGAGE,0
10000,7.35,A,MORTGAGE,17.28
30000,28.72,F,MORTGAGE,13.81
12000,17.09,D,MORTGAGE,22.59
13000,15.05,C,RENT,17.67
10000,14.08,C,RENT,24.13
6000,16.02,C,RENT,29.31
18000,16.02,C,MORTGAGE,30.31
15000,12.61,C,MORTGAGE,11.98
5000,5.32,A,RENT,32.65
12000,17.47,D,RENT,24.19
20000,17.47,D,RENT,22.66
16000,17.09,D,MORTGAGE,39.43
35000,21.85,D,MORTGAGE,36.93
14000,15.04,C,OWN,10.29
40000,11.98,B,MORTGAGE,16.08
16450,10.42,B,MORTGAGE,12.91
6500,9.43,B,MORTGAGE,8.36
8000,18.45,D,MORTGAGE,9.55
20000,20,D,MORTGAGE,34.91
7800,5.32,A,RENT,10.13
6000,6.08,A,MORTGAGE,4.48
6300,15.04,C,MORTGAGE,22.85
4000,15.04,C,RENT,10.73
2750,13.59,C,RENT,4.15
22000,9.92,B,MORTGAGE,23.85
22000,12.62,C,RENT,22.67
10000,14.08,C,RENT,8.78
10275,25.81,E,RENT,9.96
35000,18.45,D,MORTGAGE,6.15
3600,7.97,A,RENT,12.38
40000,9.92,B,MORTGAGE,28.67
20000,13.59,C,RENT,16.04
26000,11.98,B,MORTGAGE,14.29
10000,13.59,C,RENT,36.52
12900,16.02,C,RENT,20.59
15000,15.05,C,RENT,29.07
7200,10.9,B,RENT,9.71
28000,15.04,C,MORTGAGE,24.59
36400,15.04,C,RENT,57.02
12500,11.98,B,RENT,21.79
15000,7.96,A,RENT,10.62
6000,9.92,B,OWN,13.16
20000,14.08,C,MORTGAGE,33.19
20000,6.08,A,OWN,10.5
10000,12.61,C,MORTGAGE,14.54
10000,16.02,C,MORTGAGE,24.98
20000,5.31,A,RENT,8.62
5000,6.08,A,RENT,17.98
6000,18.45,D,MORTGAGE,27.53
32000,9.44,B,MORTGAGE,62.48
12000,6.07,A,RENT,30.87
40000,9.44,B,MORTGAGE,15.48
17000,16.02,C,RENT,27.19
10000,6.07,A,RENT,16.78
30000,25.82,E,RENT,15.17
3500,15.05,C,OWN,20.94
8000,6.07,A,MORTGAGE,22.49
30000,7.97,A,MORTGAGE,9.71
21500,11.99,B,MORTGAGE,17.54
30000,18.45,D,OWN,38.15
6600,9.92,B,MORTGAGE,25.63
21600,13.59,C,MORTGAGE,35.64
22000,9.43,B,RENT,5.27
20000,16.01,C,MORTGAGE,4.38
19000,11.98,B,RENT,9.55
9600,10.91,B,MORTGAGE,14.18
12000,6.71,A,OWN,24.11
3000,11.98,B,MORTGAGE,26.19
9000,11.99,B,RENT,9.22
16000,9.92,B,RENT,7.54
12850,11.98,B,OWN,9.47
15000,6.08,A,MORTGAGE,20.33
18000,6.08,A,RENT,16.32
10000,7.96,A,OWN,3.33
12000,9.93,B,RENT,24.75
8250,6.71,A,RENT,12.65
28000,10.91,B,MORTGAGE,8.7
35000,19.03,D,MORTGAGE,13.39
8000,9.93,B,MORTGAGE,19.4
15000,7.34,A,MORTGAGE,14.33
8000,15.04,C,RENT,22.17
13000,18.45,D,RENT,18.41
28500,9.44,B,MORTGAGE,10.71
17000,6.08,A,MORTGAGE,17.35
22400,7.35,A,RENT,28.24
4000,13.59,C,MORTGAGE,23.58
35950,17.09,D,MORTGAGE,29.67
35000,10.91,B,MORTGAGE,27.29
5000,13.59,C,MORTGAGE,25.2
3900,5.32,A,RENT,15.56
11000,10.91,B,MORTGAGE,15.71
14400,16.01,C,RENT,23.94
40000,10.42,B,OWN,8.86
2500,9.43,B,MORTGAGE,11.82
14400,9.43,B,MORTGAGE,9.31
7150,6.07,A,RENT,20.93
22000,11.99,B,MORTGAGE,24.02
5000,10.42,B,MORTGAGE,14.76
32000,14.07,C,MORTGAGE,8.75
25600,13.59,C,MORTGAGE,18.34
10700,10.9,B,MORTGAGE,20.75
24000,14.08,C,RENT,36.72
32000,11.98,B,MORTGAGE,19.57
24000,11.99,B,MORTGAGE,19.76
30000,11.99,B,MORTGAGE,23.77
4200,6.71,A,RENT,11.61
40000,9.92,B,MORTGAGE,24.86
15000,10.9,B,OWN,19.41
12000,9.93,B,MORTGAGE,29.11
12000,11.99,B,OWN,5.79
25000,5.32,A,MORTGAGE,22.92
10000,18.45,D,OWN,27.64
25000,6.07,A,RENT,20.45
3200,11.98,B,RENT,16.06
15000,10.9,B,MORTGAGE,30.87
8500,11.98,B,RENT,6.15
35000,12.62,C,MORTGAGE,14.91
18000,10.9,B,MORTGAGE,30.33
10000,5.32,A,MORTGAGE,11.34
4000,11.98,B,RENT,19.42
30000,19.03,D,MORTGAGE,13.48
8500,6.07,A,MORTGAGE,22.54
4000,13.59,C,MORTGAGE,12.48
8000,12.61,C,RENT,27.7
35000,14.07,C,RENT,13.82
35000,12.62,C,OWN,25.96
14000,21.45,D,MORTGAGE,22.09
17000,23.88,E,RENT,8.41
12000,9.44,B,MORTGAGE,20.1
10000,6.08,A,MORTGAGE,22.33
6300,21.85,D,RENT,17.09
20000,7.34,A,RENT,6.31
8400,14.07,C,OWN,20.07
30000,11.99,B,MORTGAGE,8.95
3600,7.97,A,RENT,5.5
8000,11.98,B,MORTGAGE,5.54
24000,17.47,D,MORTGAGE,NA
20000,23.87,E,MORTGAGE,31.51
30000,7.35,A,RENT,6.58
20000,16.02,C,RENT,17.04
5000,10.9,B,MORTGAGE,16.33
25000,12.61,C,MORTGAGE,26.38
10500,14.08,C,MORTGAGE,21.73
6000,9.92,B,MORTGAGE,3.93
16000,15.05,C,OWN,2
8000,9.43,B,MORTGAGE,12.78
10000,6.07,A,RENT,4.98
12000,6.08,A,RENT,20.99
25000,6.08,A,MORTGAGE,14.76
40000,10.9,B,MORTGAGE,4.41
23000,13.58,C,RENT,25.11
35000,18.45,D,RENT,19.83
5000,7.35,A,RENT,18.84
40000,6.72,A,RENT,0.32
8000,16.02,C,RENT,0.38
5000,10.42,B,MORTGAGE,19.12
27000,14.08,C,OWN,0.79
27000,13.58,C,MORTGAGE,17.83
15000,7.97,A,MORTGAGE,33.92
6700,10.91,B,MORTGAGE,8.93
12000,9.44,B,RENT,23.74
13550,16.01,C,MORTGAGE,35.25
15000,10.42,B,MORTGAGE,20.42
20000,17.47,D,MORTGAGE,27.5
12000,18.06,D,MORTGAGE,8.22
38500,11.99,B,MORTGAGE,30.75
4350,11.98,B,RENT,6.9
11000,15.04,C,RENT,8.28
6000,7.35,A,RENT,15.16
10000,9.44,B,RENT,10.75
30000,9.92,B,RENT,16.6
10000,11.98,B,RENT,41.15
19000,10.42,B,MORTGAGE,10.16
13000,7.35,A,OWN,14.93
4000,9.44,B,RENT,2.36
9000,9.43,B,RENT,8.19
30000,18.06,D,RENT,21.85
20000,21.85,D,MORTGAGE,17.19
10000,9.93,B,MORTGAGE,4.44
21000,20.39,D,MORTGAGE,28.27
7000,7.34,A,OWN,2.84
7500,15.05,C,RENT,33.46
20400,10.9,B,MORTGAGE,29.19
1000,20.39,D,OWN,13.73
15000,24.85,E,RENT,29.89
21000,7.35,A,RENT,2.44
22000,9.44,B,MORTGAGE,21.82
10000,17.47,D,MORTGAGE,10.09
12525,10.91,B,RENT,32.03
2000,9.44,B,MORTGAGE,26.56
25000,6.71,A,MORTGAGE,2.43
14000,15.04,C,RENT,15.64
35000,10.41,B,MORTGAGE,14.54
13000,13.59,C,MORTGAGE,17.31
20000,11.99,B,RENT,37.34
5000,20,D,MORTGAGE,19.42
26000,12.62,C,MORTGAGE,11.57
14000,6.71,A,RENT,2.32
1300,11.98,B,MORTGAGE,12.76
3700,7.35,A,RENT,18.77
36000,12.62,C,RENT,5.63
19200,11.99,B,MORTGAGE,1.98
22000,11.98,B,RENT,19.41
9800,18.06,D,RENT,21.73
12000,12.61,C,MORTGAGE,7.87
28500,17.47,D,OWN,20.18
25000,15.05,C,RENT,0.55
6000,9.43,B,OWN,0.68
3500,5.31,A,OWN,9.19
12000,10.41,B,RENT,18.28
4500,15.05,C,RENT,20.18
15000,7.35,A,MORTGAGE,NA
10000,19.03,D,MORTGAGE,12.32
5000,10.41,B,MORTGAGE,28.92
5600,10.91,B,MORTGAGE,18.19
12000,7.97,A,RENT,25.09
8800,9.93,B,OWN,12.7
25000,12.62,C,OWN,33.14
10000,12.62,C,MORTGAGE,18.61
15000,18.06,D,MORTGAGE,20.82
12000,6.71,A,RENT,27.87
20000,6.07,A,MORTGAGE,19.49
2600,18.06,D,MORTGAGE,29.95
20000,5.32,A,MORTGAGE,9.13
33550,13.59,C,MORTGAGE,18.64
3000,7.96,A,MORTGAGE,9.16
40000,9.43,B,MORTGAGE,15.22
6000,5.31,A,MORTGAGE,8.87
40000,6.07,A,MORTGAGE,26.14
15000,21.45,D,MORTGAGE,20.33
20000,7.35,A,RENT,5.34
16000,11.98,B,OWN,9.63
14000,7.34,A,MORTGAGE,26.2
20000,6.07,A,MORTGAGE,16.23
20000,12.61,C,MORTGAGE,10.32
10000,7.34,A,MORTGAGE,10.23
3000,9.93,B,RENT,4.17
15000,9.44,B,MORTGAGE,17
11200,18.45,D,MORTGAGE,35.26
20000,6.07,A,MORTGAGE,7.73
3000,11.99,B,RENT,14.4
8500,9.44,B,MORTGAGE,31.14
3000,12.62,C,MORTGAGE,17.64
28950,11.98,B,MORTGAGE,33.55
30000,12.61,C,MORTGAGE,14.01
20000,5.32,A,RENT,15.86
35000,12.61,C,MORTGAGE,27.25
17000,9.44,B,MORTGAGE,21.73
7500,15.04,C,MORTGAGE,18.76
2500,6.71,A,MORTGAGE,9.55
15000,7.35,A,MORTGAGE,20.33
36000,6.07,A,MORTGAGE,27.33
5000,15.04,C,RENT,13.11
25000,9.92,B,RENT,17.51
20000,16.01,C,RENT,27.81
5250,6.72,A,MORTGAGE,2.48
4500,15.05,C,RENT,23.97
1000,22.91,E,RENT,26.66
18000,28.72,F,MORTGAGE,20.47
35000,6.71,A,MORTGAGE,10.67
10000,10.42,B,RENT,26.83
22000,9.93,B,RENT,16.19
7000,7.35,A,MORTGAGE,26.3
12000,26.3,E,RENT,10.78
10000,7.34,A,RENT,30.04
12000,9.43,B,RENT,6.79
20000,10.41,B,MORTGAGE,32.32
5000,13.58,C,MORTGAGE,32.9
4000,14.08,C,RENT,16.98
12000,9.44,B,MORTGAGE,7.89
10000,10.91,B,RENT,21.73
9000,9.44,B,MORTGAGE,35.36
33000,6.08,A,RENT,6.3
40000,6.71,A,MORTGAGE,30.26
16000,10.91,B,RENT,4.67
35000,14.08,C,RENT,29.62
13975,11.98,B,OWN,22.8
8000,5.32,A,RENT,5.13
35000,6.72,A,OWN,2.19
25000,6.71,A,MORTGAGE,17.78
3500,15.05,C,RENT,22.19
10000,10.9,B,RENT,25.92
11200,12.62,C,RENT,19.28
30000,11.99,B,MORTGAGE,9.99
10000,5.32,A,MORTGAGE,16.16
10000,5.32,A,RENT,10.38
15000,19.03,D,RENT,2.72
7500,9.93,B,RENT,3.52
22000,14.07,C,MORTGAGE,25.96
6000,13.58,C,RENT,25.87
6025,5.31,A,RENT,17.65
10000,20.39,D,RENT,5.65
30000,6.71,A,RENT,20.31
20000,13.58,C,RENT,30.65
10000,9.93,B,OWN,22.16
12000,6.71,A,MORTGAGE,28.33
6100,10.91,B,RENT,18.28
12000,7.97,A,RENT,14.67
4000,10.41,B,MORTGAGE,24.42
6000,14.08,C,RENT,14.36
30000,5.32,A,MORTGAGE,17.65
9600,10.91,B,MORTGAGE,17.92
10500,12.62,C,OWN,19.63
6000,9.44,B,OWN,28.23
5525,16.01,C,MORTGAGE,24.45
5900,11.98,B,RENT,23.74
13600,6.07,A,RENT,14.22
12000,17.47,D,OWN,15.23
20000,10.91,B,MORTGAGE,25.07
23000,21.85,D,RENT,47.71
25000,30.79,G,OWN,24.17
19000,7.96,A,RENT,13.55
1500,10.42,B,MORTGAGE,20.54
15000,6.72,A,OWN,4.7
25000,14.07,C,RENT,24
5600,15.05,C,MORTGAGE,3.67
7000,13.59,C,MORTGAGE,24.15
35000,12.62,C,RENT,5.82
8000,6.08,A,OWN,9.68
18000,10.91,B,RENT,20.84
30000,16.01,C,RENT,21.48
15000,9.44,B,MORTGAGE,4.87
4800,10.41,B,OWN,35.5
21000,10.42,B,MORTGAGE,30.92
12500,10.42,B,MORTGAGE,19.69
13000,5.32,A,MORTGAGE,17.65
28000,10.9,B,MORTGAGE,19.67
10300,13.59,C,OWN,10
6400,9.92,B,OWN,5.56
10000,21.85,D,OWN,27.77
2500,7.35,A,MORTGAGE,11.53
30000,11.99,B,RENT,11.85
22500,24.84,E,RENT,16.56
5000,6.71,A,MORTGAGE,11.29
40000,7.97,A,OWN,25.01
3600,13.59,C,RENT,33.72
6800,12.61,C,RENT,7.97
34725,15.05,C,MORTGAGE,28.98
35000,14.07,C,RENT,3.19
30000,20.39,D,MORTGAGE,32.56
17000,13.59,C,RENT,17.63
3000,10.9,B,OWN,16.11
15000,10.42,B,MORTGAGE,0
24000,10.91,B,RENT,16.94
6000,9.92,B,RENT,17.14
8000,12.61,C,OWN,27.43
16000,12.61,C,RENT,6.72
30000,7.96,A,MORTGAGE,38.3
40000,5.32,A,MORTGAGE,5.6
7000,16.02,C,OWN,6.63
15000,9.92,B,RENT,9.22
12000,11.98,B,OWN,10.29
6000,6.08,A,RENT,31.88
26650,9.44,B,MORTGAGE,11.79
10000,11.98,B,MORTGAGE,21.72
20000,20.39,D,RENT,14.05
10000,7.97,A,OWN,17.37
15000,16.02,C,RENT,22
40000,14.07,C,MORTGAGE,9.63
1500,21.45,D,RENT,10.89
3500,6.08,A,RENT,18.22
21000,6.71,A,MORTGAGE,12.03
14650,15.04,C,MORTGAGE,27.84
20000,18.45,D,RENT,31.92
12000,18.45,D,OWN,23.2
